大陆超清,#genre#
北京纪实,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225944/1.m3u8
北京国际,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226510/1.m3u8
北京文艺,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226440/1.m3u8#http://111.13.42.10/PLTV/88888888/224/3221226435/1.m3u8#http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京科教,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226434/1.m3u8#http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226486/1.m3u8#http://111.13.42.10/PLTV/88888888/224/3221226486/1.m3u8#http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8#http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226514/1.m3u8#http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226513/1.m3u8#http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226437/1.m3u8#http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京IPTV4K,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8
北京IPTV淘BABY,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/1.m3u8
北京IPTV淘剧场,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8
北京IPTV淘娱乐,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/1.m3u8#http://111.13.42.42/PLTV/88888888/224/3221226551/1.m3u8
北京IPTV淘电影,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8

河南地方,#genre#
河南卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河南都市,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
河南公共,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226441/index.m3u8
河南百姓调解,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
河南新闻,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
河南民生,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
河南移动戏曲,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226436/index.m3u8
河南武术,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226440/index.m3u8
河南 梨园,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226438/index.m3u8
河南睛彩中原,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
风尚河南,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226446/index.m3u8
河南文宝,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226447/index.m3u8
河南美食汇,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
河南国际,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
河南法治,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226435/index.m3u8
河南乡村频道,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226443/index.m3u8
许昌农业台,http://live.s23.net:2015/live/smil:nykj.smil/chunklist_w1237498977_b1628000_slHDTV.m3u8
许昌综合台,http://live.s23.net:2015/live/smil:xczh.smil/chunklist_w866570837_b796000_sl360P.m3u8
许昌公共台,http://live.s23.net:2015/live/smil:xcgg.smil/chunklist_w1067187704_b1628000_slHDTV.m3u8
睛彩许昌台,http://live.s23.net:2015/live/smil:jcxc.smil/chunklist_w1107254451_b1628000_slHDTV.m3u8
许昌农业台,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226387/index.m3u8
许昌公共台,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8

港澳频道,#genre#
凤凰资讯台,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8#http://125.210.152.18:9090/live/FHZX_1200.m3u8#rtmp://58.200.131.2:1935/livetv/fhzx#http://liveali.ifeng.com/live/FHZX.flv
凤凰中文台,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8#http://125.210.152.18:9090/live/FHZW_1200.m3u8#rtmp://58.200.131.2:1935/livetv/fhzw#http://liveali.ifeng.com/live/FHZW.flv
凤凰中文台,P2p://147.135.39.171:9906/5f325761000620a283ecc2c8321a7d61.ts
凤凰电影,rtmp://58.200.131.2:1935/livetv/fhdy
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
民视,rtmp://59.124.75.156/sat/tv051
台视,rtmp://59.124.75.156/sat/tv071
中视,rtmp://59.124.75.157/sat/tv091
华视,rtmp://59.124.75.156/sat/tv111
中天新聞,rtmp://59.124.75.156:1935/sat/tv521
TVBS欢乐,rtmp://59.124.75.156:1935/sat/tv421
TVBS新闻,rtmp://59.124.75.156:1935/sat/tv551
东森财经新闻,rtmp://59.124.75.156:1935/sat/tv571
寰宇新闻台,P2p://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts
凤凰香港台,P2p://147.135.39.171:9906/5f3257610007e53983ecc3354ee27db6.ts
凤凰资讯台,P2p://147.135.39.171:9906/5f32576100041fba83ecc23b4fe71c96.ts
香港开电视,P2p://147.135.39.171:9906/5e9fd74f000449a9c5f60ba621430299.ts
翡翠台,P2p://147.135.39.171:9906/5f29b38e0002c26d622cbe2d7ef03624.ts
翡翠台,P2p://147.135.39.171:9906/5f53059a000e4b320395a00d614c4497.ts
J2,P2p://147.135.39.171:9906/5defdab5000c62a56ea0b90a0b532a03.ts
无线新闻台,P2p://147.135.39.171:9906/5f1670d00000374416efe1e74e7f2821.ts
无线新闻台(备),P2p://147.135.39.171:9906/5f15d52c0005c5bc148feaae38e830e8.ts
明珠台,P2p://147.135.39.171:9906/5defe1400004ed256eba461e3fa17ad5.ts
无线财经资讯台,P2p://147.135.39.171:9906/5e975a520003b3a4a4cdbd1e7a4a258e.ts
澳门卫视,P2p://147.135.39.171:9906/5f5f266400058adc32f5c5f52daa336c.ts
澳亚卫视,P2p://147.135.39.171:9906/5f5f2acf000683923307082c4d59188d.ts
澳门-Macau,P2p://147.135.39.171:9906/5f5f2acf000c900e330709b24b692ab0.ts
澳门莲花,P2p://147.135.39.171:9906/5eb29ebb000185ac0f512ced64dc1bd4.ts
now新闻台,P2p://147.135.39.171:9906/5f5119b50004c84afc1413ea30650d7b.ts
now直播台,P2p://147.135.39.171:9906/5f36d6960000b7b0957da868172e4aad.ts
民视HD,P2p://147.135.39.171:9906/5ea4852c00050ce0d83d456d45c920f7.ts
民视新闻台,P2p://147.135.39.171:9906/5ea522940007279ddaa4243912175fe1.ts
民视新闻台,http://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8
台视HD,P2p://147.135.39.171:9906/5e59fad5000832893b0c1fb83c050635.ts
中视HD,P2p://147.135.39.171:9906/5e7cf2610003655a3da780b8383c7868.ts
华视HD,P2p://147.135.39.171:9906/5e7cf2610009c2c53da7824e77346905.ts
公视HD,P2p://147.135.39.171:9906/5e9e760d00082ccec09222e0768b3cba.ts
八大综合台,P2p://147.135.39.171:9906/5e9e749a000d3deac08c7af061bf4966.ts
八大娱乐台,P2p://147.135.39.171:9906/5e9e749b00099094c08c7dde5ba80b06.ts
八大第一台,P2p://147.135.39.171:9906/5e9e749b00040aaac08c7c7774062e4f.ts
八大戏剧台,P2p://147.135.39.171:9906/5e9e749a0007249ec08c795a648451d4.ts
东森新闻,P2p://147.135.39.171:9906/5f167315000ed32216f8c32859024c90.ts
东森财经新闻,P2p://147.135.39.171:9906/5eec88f90004b79cf18c98952f812d55.ts
东森亚洲,P2p://147.135.39.171:9906/5ede6859000be2b3ba5d17d529f60875.ts
东森综合,P2p://147.135.39.171:9906/5eb29b860006eefb0f44a74c7d3950ab.ts
东森电影,P2p://147.135.39.171:9906/5defe13e0007d9d56eba3f090a5f5661.ts
东森洋片,P2p://147.135.39.171:9906/5ea13baf000efb4ecb66256578d5166f.ts
东森戏剧,P2p://147.135.39.171:9906/5eb29b86000c614d0f44a8b302d67a7e.ts
东森超视,P2p://147.135.39.171:9906/5e7cf271000168dd3da7beac2d47191e.ts
东森幼幼,P2p://147.135.39.171:9906/5e7cf98d000118463dc383fc2a2c3dc9.ts
三立新闻,P2p://147.135.39.171:9906/5f36d322000a530495702db9262725dd.ts
三立财经台,P2p://147.135.39.171:9906/5ea13bb00007ef12cb662788049d46cf.ts
三立综合台,P2p://147.135.39.171:9906/5ea13fe00008dee7cb76834775f82877.ts
三立台湾台,P2p://147.135.39.171:9906/5f36d32200078f4a95702d0e489877f6.ts
三立都会台,P2p://147.135.39.171:9906/5f36d32200090b2f95702d6b2a21517c.ts
纬来戏剧,P2p://147.135.39.171:9906/5dfb22fe0007e7e5170148dc58a73c8f.ts
纬来综合,P2p://147.135.39.171:9906/5e9e6e69000b4094c0744b0b13c15289.ts
纬来电影,P2p://147.135.39.171:9906/5e9b449a00082550b418f99837b132a5.ts
纬来育乐,P2p://147.135.39.171:9906/5e9e72fe00062f43c0862fbb1fb33e3f.ts
纬来日本,P2p://147.135.39.171:9906/5e9b449a0002edbbb418f850343a565d.ts
纬来体育,P2p://147.135.39.171:9906/5e9b4499000c2343b418f6ba6f8227e4.ts
中天新闻,P2p://147.135.39.171:9906/5eec7db90008195bf160a77f5d316f05.ts
中天新闻(H.265),P2p://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts
中天综合,P2p://147.135.39.171:9906/5e7cf98b000f2c2a3dc37fc6663e2451.ts
中天娱乐,P2p://147.135.39.171:9906/5defdaa0000974136ea066475c980b2d.ts
TVBS新闻,P2p://147.135.39.171:9906/5ea4852100052c6fd83d1a840a5e74b2.ts
TVBS,P2p://147.135.39.171:9906/5f2c407d000f150b6c2346e221a0451b.ts
TVBS欢乐,P2p://147.135.39.171:9906/5ea13fd1000849aacb76488073a656f2.ts
壹电视新闻,P2p://147.135.39.171:9906/5ede0911000cbd09b8e8e6d42be1693c.ts
壹电视综合,P2p://147.135.39.171:9906/5ee385f50006a708ce58bfde6dca70d4.ts
非凡新闻,P2p://147.135.39.171:9906/5e5a0a88000184ac3b49713b638b501b.ts
年代新闻,P2p://147.135.39.171:9906/5f200a9d0005e6293c70bf411b7c130c.ts
龙华电影,P2p://147.135.39.171:9906/5e975a5100046cd4a4cdb96549212d2b.ts
星卫HD电影台,P2p://147.135.39.171:9906/5e9b4b1300069e38b43241e231037404.ts
卫视西片,P2p://147.135.39.171:9906/5e7cf2710006c39d3da7c01341645170.ts
卫视中文台,P2p://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts
天映经典,P2p://147.135.39.171:9906/5e7cf98f00024e183dc38c1a5eb34315.ts
天映频道,P2p://147.135.39.171:9906/5e7cfab00001b8d03dc7f4e34dfd4368.ts
龙祥电影,P2p://147.135.39.171:9906/5e7cf98e000cd16b3dc38ae278e073ec.ts
美亚电影台HD,P2p://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts
好莱坞电影台,P2p://147.135.39.171:9906/5e7cf98e0006ee193dc3896b4e817161.ts
HKC电影台,P2p://147.135.39.171:9906/5f15d56b0009f5ef1490e1e012d438e5.ts
凤凰电影台,P2p://147.135.39.171:9906/5e9b4e750002f3b7b43f77c81486506f.ts
AXN,P2p://147.135.39.171:9906/5e7cf98f000d3ec43dc38ee9739950cb.ts
CINEMAX,P2p://147.135.39.171:9906/5d9a26b0000b16229ca2651679a25739.ts
FOX HD,P2p://147.135.39.171:9906/5ea13fe000031a3acb7681c056f53bb5.ts
FOX动作电影,P2p://147.135.39.171:9906/5ea13fe100005a81cb7684fc6e2766c4.ts
FOX优质影院,P2p://147.135.39.171:9906/5d9a33bb000a299f9cd557cf4d121c23.ts
FOX家庭影院,P2p://147.135.39.171:9906/5ea13bb0000c242fcb66289275e41d0b.ts
FOX犯罪影院,P2p://147.135.39.171:9906/5ea13bb10001df6fcb6629da1a076a80.ts

北京联通专用,#genre#
CCTV-1,rtp://239.3.1.129
CCTV-2,rtp://239.3.1.60
CCTV-3,rtp://239.3.1.172
CCTV-4,rtp://239.3.1.105
CCTV-5,rtp://239.3.1.173
CCTV-6,rtp://239.3.1.174
CCTV-7,rtp://239.3.1.61
CCTV-8,rtp://239.3.1.175
CCTV-9,rtp://239.3.1.62
CCTV-10,rtp://239.3.1.63
CCTV-11,rtp://239.3.1.152
CCTV-12,rtp://239.3.1.64
CCTV-14,rtp://239.3.1.65
CCTV-15,rtp://239.3.1.153
CCTV-17,rtp://239.3.1.151
体育赛事,rtp://239.3.1.130
中国教育,rtp://239.3.1.57
北京卫视,rtp://239.3.1.241
北京文艺,rtp://239.3.1.242
北京新闻,rtp://239.3.1.159
北京影视,rtp://239.3.1.158
卡酷动画,rtp://239.3.1.189
湖南卫视,rtp://239.3.1.132
江苏卫视,rtp://239.3.1.135
东方卫视,rtp://239.3.1.136
浙江卫视,rtp://239.3.1.137
天津卫视,rtp://239.3.1.141
山东卫视,rtp://239.3.1.209
广东卫视,rtp://239.3.1.142
河北卫视,rtp://239.3.1.148
深圳卫视,rtp://239.3.1.134
湖北卫视,rtp://239.3.1.138
安徽卫视,rtp://239.3.1.211
辽宁卫视,rtp://239.3.1.210
龙江卫视,rtp://239.3.1.133
贵州卫视,rtp://239.3.1.149
东南卫视,rtp://239.3.1.156
冬奥纪实,rtp://239.3.1.243
纪实人文,rtp://239.3.1.212
金鹰纪实,rtp://239.3.1.58
